character,frequency,onyomi,kunyomi,jlpt,meaning
蟷,,トウ,,,mantis
蠎,,ボウ モウ,うわばみ おろち,,python; boa constrictor
蟒,,ボウ モウ,うわばみ おろち,,boa constrictor; python
蠑,,エイ,,,newt; turban shell
蠖,,ワク カク,,,inchworm; geometer
蠕,,ゼン ダ ネン ジュ ニュ,うごめ.く,,crawling of a worm
蠢,,シュン,うご.めく,,wriggle
蠡,,レイ ライ リ ラ,にな ひさご,,worm-eaten; conch
蠱,,コ ヤ,まじ まじこ.る,,rice worm; lead astray
蠶,,サン テン,かいこ こ,,silkworms
蠹,,ト,きくいむし,,moth; insects which eat into clot
蠧,,ト,きくいむし,,worm-eaten
蠻,,バン,えびす,,barbarian
衄,,ジク,はなぢ,,nosebleed
衂,,ジク,はなぢ,,nosebleed
衒,,ゲン ケン,てら.う,,show off; display; pretend
衙,,ガ ギョ ゴ,,,government office
衞,,エイ エ,まも.る,,defense
衢,,ク,みち,,crossroads
衫,,サン,,,thin kimono
袁,2419,エン オン,,,long kimono
衾,,キン,ふすま,,quilt; bedding
袞,,コン,,,imperial robes
衵,,ジツ,あこめ,,everyday clothing; underwear
衽,,ジン ニン,こくび おくみ しとね,,neck of a garment; gusset; gore
袵,,ジン ニン,こくび おくみ しとね,,neck of a garment; gusset; gore
衲,,ドウ ノウ,ころも,,mend; priestly vestments; priest
袂,,ベイ ケツ,たまと たもと,,sleeve; foot (of hill); edge
袗,,シン,,,thin kimono; embroidery
袒,,タン,かたぬ.ぐ,,baring the shoulder; strip to waist
袮,,デイ ネ チ,,,ancestral shrine; embroidery; (ghost kanji)
袙,,バツ ハ,あこめ,,warrior's headband
袢,,ハン,,,summer kimono; short clothing
袍,,ホウ,わたいれ,,coat
袤,,ボウ,ながさ,,length
袰,,,ほろ,,hood; top; awning; cover; (kokuji)
袿,,ケイ,うちき うちかけ うちぎ,,ancient ordinary kimono
袱,,フク,,,cloth wrapper
裃,,,かみしも,,old ceremonial garb; samurai garb; (kokuji)
裄,,,ゆき,,sleeve length; (kokuji)
裔,,エイ,すそ すえ,,descendant; border
裘,,キュウ グ,かわごろも けごろも,,leather clothing
裙,,クン,もすそ,,hem; underwear
裝,,ソウ ショウ,よそお.う よそお.い,,dress; pretend; disguise; profess
裹,,ホウ カ,つつ.む,,wrap; pack up; cover; conceal
褂,,ケイ カイ ケ,うちき うちかけ,,ancient ordinary kimono
裼,,セキ テイ,はだぬ.ぐ,,to bare the shoulder
裴,,ハイ ヒ ベ,たちもとお.る,,long robes
裨,,ヒ,おぎな.う たす.ける ます,,help
裲,,リョウ,うちかけ,,ancient robe
褄,,,つま,,skirt; (kokuji)
褌,,コン,ふんどし,,loincloth
褊,,ヘン,せま.い,,narrow; small
褓,,ホ ホウ,むつき,,diaper
襃,,ホウ,ほ.める,,praise; extol
褞,,ウン オン,ぬのこ,,robe
褥,,ジョク,しとね,,cushion; mattress; bedding
褪,,タイ トン,あ.せる ぬ.ぐ,,fade; discolour
褫,,チ,うば.う,,rob
襁,,キョウ,むつき,,diaper
襄,2263,ジョウ ショウ,はら.う,,rise; raise
褻,,セツ,けが.れる な.れる,,filthy
褶,,ショウ シュウ チョウ,かさね.る,,pleats
褸,,ロ ル ロウ,いと,,rags
襌,,タン ゼン,ひとえ,,thin kimono; undergarment
褝,,タン ゼン,ひとえ,,thin kimono; undergarment
襠,,トウ,ふんどし まち,,gusset; gore
襞,,ヘキ ヒャク,ひだ しわ,,pleat; fold; tuck; crease
襦,,ジュ,したぎ はだぎ,,underwear
襤,,ラン,ぼろ,,rags
襭,,ケツ,つまばさ.む はさ.む,,tuck into one's obi
襪,,ベツ バツ,,,socks
襯,,シン,はだぎ,,underwear
襴,,ラン リン,,,a kind of cloth
襷,,,たすき,,cord to hold up sleeves; (kokuji)
襾,,ア,け,,cover; place on top of; west radical variant (no. 146)
覃,,タン エン,,,extend; deep; large
覈,,カク ケツ,しら.べる,,investigate
覊,,キ ハ,おもが.い たづな たび つな.ぐ,,reins; connection
覓,,ベキ エキ ミャク,もと.める,,seek
覘,,テン,のぞ.く うかが.う,,peep; peek
覡,,ゲキ ケキ,かんなぎ みこ,,diviner; medium
覩,,ト,み.る,,see
覦,,ユ,ねが.う,,coveting high rank
覬,,キ,,,coveting high rank
覯,,コウ,あ.う,,happening to meet
覲,,キン,まみ.える,,see; have an audience with
覺,,カク,おぼ.える さ.ます さ.める さと.る,,memorize
覽,,ラン,み.る,,look at; inspect; perceive
覿,,テキ,あ.う,,meet; see
觀,,カン,み.る しめ.す,,outlook; look; appearance; condition; view
觚,,コ,さかずき,,cup
觜,,シ スイ,くちばし はし,,beak; bill
觝,,テイ,ふ.れる,,touch; feel; collide with; conflict with
觧,,カイ ゲ,と.く と.かす と.ける ほど.く ほど.ける わか.る さと.る,,notes; key; explanation; understanding
觴,,ショウ,さかずき,,cup
觸,,ショク,ふ.れる さわ.る,,touch; feel; hit; proclaim; announce; conflict; contact
訃,2379,フ,しらせ,,obituary
訖,,キツ,お.える お.わる ついに,,come to an end; reach; arrive at; finally
訐,,ケツ,あば.く,,divulge; reveal
訌,,コウ,,,get confused
訛,,カ,なま.る なま.り あやま.る,,accent; dialect
訝,,ガ ゲ,いぶか.る,,doubt
訥,,トツ,ども.る,,stutter
訶,,カ,しか.る せ.める,,scold
詁,,コ,よみ,,exegesis; critical analysis of classical texts
詛,,ソ ショ,のろ.う,,curse
詒,,イ タイ,あざむ.く,,deceive; cheat; give; leave behind
詆,,テイ タイ,そし.る しか.る,,vilify; denounce
詈,,リ,ののし.る,,ridicule
詼,,カイ,たわむれ,,jest
詭,,キ,いつわ.る,,lie; deceive
詬,,コウ ク,ののし.る はじ はずかし.める,,ridicule
詢,,ジュン シュン,はか.る まこと,1,consult with
誅,,チュウ チュ,ちゅう.する ころ.す せ.める,,death penalty
誂,,チョウ,あつら.える いど.む,,order
誄,,ルイ,しのびごと,,condolence message
誨,,カイ,おし.える,,instruct
誡,,カイ,いまし.める,,admonish; warn; prohibit
誑,,キョウ,たばか.る たぶら.かす た.らす,,cheat; coax
誥,,コウ,つ.ぐ,,state; give instructions
誦,,ショウ ジュ ズ,とな.える よ.む,,recite; chant
誚,,ショウ,せ.める,,censure; blame
誣,,フ,しい.る し.いる あざむ.く,,slander
諄,,シュン,ひちくど.い くど.い くどくど ねんご.ろ,1,tedious
諍,,ソウ ショウ,いさか.う あらそ.う いさ.める うった.える,,quarrel
諂,,テン,へつら.う,,flatter
諚,,ジョウ,,,command; (kokuji)
諫,,カン,いさ.める,,admonish; dissuade
諳,,アン オン,そら.んじる,,memorize; recite from memory
諧,,カイ,かな.う やわ.らぐ,,harmony
諤,,ガク,わめ.く あご,,speaking the truth
諱,,キ,いみな い.む,,posthumous (real) name
謔,,ギャク キャク,たわむ.れる,,sport with
諠,,ケン,かまびす.しい わす.れる,,forget; noisy
諢,,コン,,,joke; jest; colloquial
諷,,フウ,そら.んじる,,hint; satirize
諞,,ヘン,,,flattering; glibness
諛,,ユ,へつら.う へつら.い,,flatter
謌,,カ,うた うた.う,,sing; recite; carol; poem; tanka; slander; defame
謇,,ケン,ども.る,,stutter; speak frankly
謚,,エキ シ,おくりな,,laughing
諡,,エキ シ,おくりな,,posthumous name
謖,,ショク シュク,た.つ,,arise
謐,,ヒツ,しずか,,quiet
謗,,ボウ ホウ,そし.る,,slander; disparage; censure; criticize
謠,,ヨウ,うた.う うた,,chant (esp. Noh); folksong; ballad
謳,2492,オウ ウ,うた.う,,extol; declare; express
鞫,,キク,,,investigate a crime
謦,,ケイ,しわぶき,,coughing
謫,,タク チャク,せ.める とが.める,,crime
謾,,マン バン,あざむ.く あなど.る,,despise
謨,,ボ モ,はか.る,,plan; deliberate
譁,,カ ケ,かまびす.しい,,noisy
譌,,カ,なま.る あやま.る,,accent; dialect
譏,,キ,そし.る,,slander; disparage; censure; criticize
譎,,ケツ キツ,いつわ.る いつわ.り,,deceive
證,,ショウ,あかし,,proof; evidence; certificate; testify; verify; guarantee; witness
譖,,シン セン,そし.る,,slander
譛,,シン セン,そし.る,,slander; false accusation
譚,,タン,はなし,,talk
譫,,トウ セン タン,うわごと たわごと うるさくしゃべ.る,,delirious talk
譟,,ソウ,さわ.ぐ,,shout; be noisy
譬,,ヒ,たと.える たと.え,,illustrate
譯,,ヤク,わけ,,translate; decode; encode
譴,,ケン,せめ.る,,reproach
譽,,ヨ,ほ.まれ ほ.める,,fame; reputation; praise
讀,,ドク トク トウ,よ.む,,read; study; pronounce
讌,,エン,うたげ,,banquet
讎,,シュウ,あだ かたき,,enemy; revenge
讒,,ザン サン,そし.る,,defamation
讓,,ジョウ,ゆず.る,,allow; permit; yield; concede
讖,,シン,,,omen
讙,,カン ケン,かまびす.しい,,noisy; disputatious
讚,,サン,ほ.める たた.える,,praise; picture title
谺,,コ カ,こだま,,tree spirit
豁,,カツ,ひら.ける ひろ.い,,empty
谿,,ケイ,たに たにがわ,,valley
豈,,カイ ガイ キ,あに,,an interjection of surprise
豌,,エン ワン,,,pea
豎,,ジュ,たて た.てる こども,,vertical; child
豐,,ホウ ブ,ゆた.か とよ,,bountiful; excellent; rich
豕,,シ,,,pig; hog; pig radical (no. 152)
豢,,ケン カン,やしな.う,,raising domestic animals
豬,,チョ,い いのしし,,pig; hog
豸,,タイ チ,,,snake; legless insect; badger or clawed dog radical (no. 153)
豺,,サイ,やまいぬ,,jackal
貂,,チョウ,てん,,marten; sable
貉,,カク ハク,むじな,,badger
貅,,キュウ,,,brave heraldic beast
貊,,ハク ミャク,えびす,,barbarians
貍,,リ ライ,たぬき,,a fox-like animal
貎,,ゲイ,,,lion; wild beast; wild horse
貔,,ヒ,,,brave heraldic beast
豼,,ヒ,,,brave heraldic beast
貘,,バク ミャク,,,tapir
戝,,ザイ サイ ゾク,,,pirate; thief
貭,,シツ シチ チ,たち ただ.す もと わりふ,,matter; material; substance
貪,,タン ドン トン,むさぼ.る,,covet; indulge in
貽,,イ,おく.る,,leave behind; gift
貲,,シ,たから,,treasure; assets; pay a fine
貳,,ニ ジ,ふた.つ そえ,,two
貮,,ニ ジ,ふた.つ そえ,,number two
貶,,ヘン,けな.す おとし.める おと.す,,degrade; disparage; belittle; demote
賈,,コ カ,あきな.い あきな.う う.る か.う,,buy; tradesman
賁,,フン ヒ ホン,,,decorate
賤,,セン ゼン,いや.しい いや.しむ しず やす.い,,despise; low-life; poverty
賣,,バイ,う.る う.れる,,sell; betray; show off
賚,,ライ,たま.う たまもの,,gift
賽,,サイ,,,dice; temple visit
賺,,タン レン,すか.す,,coax
賻,,フ,,,condolence gift
贄,,シ,にえ,,offering; sacrifice
贅,2386,ゼイ セイ,いぼ,,luxury
贊,,サン,たす.ける たた.える,,help; support; assist; aid
贇,,イン,,,beautiful
贏,,エイ,あまり,,victory; surplus
贍,,セン,すく.う,,have enough of; add to
贐,,シン,はなむけ,,going away present; parting gift
齎,,セイ サイ シ,もたら.す もた.らす,,bring; take; bring about
贓,,ソウ,,,bribery
賍,,ソウ,,,bribery
贔,,ヒ,,,strength; power
贖,,ショク,あがな.う,,redeem
赧,,タン,あから.める,,get red
赭,,シャ,あかつち,,red
赱,,ソウ,はし.る,,walk; go on foot; run; leave
赳,2114,キュウ,,1,strong and brave
趁,,チン,お.う,,go to; follow
趙,1522,チョウ ジョウ キョウ,,,nimble; late-going
跂,,キ,つまだ.つ むつゆび,,stand on tiptoes
趾,,シ,あと はや.い,,footprint; remains
趺,,シ フ,あし,,foot; calyx; sitting in the lotus position
跏,,カ,,,sitting in the lotus position
跚,,サン,,,stagger; reel; stumble
跖,,セキ,あしのうら,,sole of the foot
跌,,テツ,あやまつ つまず.く,,stumble
跛,,ハ ヒ,びっこ ちんば,,lame; lameness; odd shoe
跋,,ハツ バツ,おくがき ふ.む,,epilogue; postscript
跪,,キ,ひざまず.く,,kneel
跫,,キョウ,,,sound of footsteps
跟,,コン,くび.す,,heel
跣,,セン,はだし,,barefooted
跼,,キョク,こご.む くぐま.る かが.む せぐく.まる,,bow; stoop; bend over; crouch
踈,,ソ ショ,うと.い うと.む まば.ら,,neglect; careless; lax
踉,,ロウ リョウ,,,stagger; falter
跿,,ト,,,barefoot
踝,,カ,くるぶし,,ankle
踞,,キョ コ,うずく.まる,,crouch; cower
踐,,セン,ふ.む,,step on; trample; practice; carry through
踟,,チ,,,hesitate
蹂,,ジュウ,ふ.む,,step on
踵,,ショウ,かかと くび.す きび.す つ.ぐ,,heel
踰,,ユ ヨウ,こ.える,,go beyond
踴,,ヨウ,おど.る,,jump; dance; leap; skip
蹊,,ケイ,みち わた.る,,path
蹇,,ケン,いざ.る あしなえ なや.む,,cripple
蹉,,サ,つまず.く,,stumble
蹌,,ソウ ショウ,うご.く よろ.めく,,move; stagger
蹐,,セキ,,,stealthy footsteps
蹈,,トウ,ふ.む,,step on; trample; carry through; appraise; evade payment
蹙,,シュク セキ,せ.まる,,a tight place; scowl; approaching
蹤,,ショウ,あと,,footprints; traces; tracks
蹠,,セキ,あしうら あしのうら,,sole of foot
踪,,ソウ ショウ,あと,,remains; clue; footprint
蹣,,マン ハン,よろ.めく,,staggering; tottering
蹕,,ヒツ,さきばらい,,one who preceeds king in procession
蹶,,ケツ ケイ,たお.れる つまず.く,,stumble
蹲,,ソン シュン,つくば.う うずくま.る,,crouch; squat; cower
蹼,,ボク ホク,みずかき,,webfoot; web
躁,,ソウ,さわ.ぐ,,noisy
躇,,チョ チャク,ためら.う,,hesitate
躅,,チョク タク,,,tap with the feet; ruins
躄,,ヘキ,いざ.る いざ.り,,crawl; cripple
躋,,セイ サイ,のぼ.る,,climb
躊,,チュウ チュ シュウ ジュ,ためら.う,,hesitate
躓,,チ,つまず.く,,stumble
躑,,テキ,しゃが.む たちもとお.る,,squat; sit on heels; loiter
躔,,テン,ふ.む,,movement of the sun/moon through the heavens
躙,,リン,にじ.る ふ.む,,edge forward; trample
躪,,リン,にじ.る ふ.む,,edge forward; trample
躡,,ジョウ,ふ.む,,step on
躬,,キュウ キョウ,み,,body; self
躰,,タイ テイ,からだ かたち,,the body; substance; object; reality
軆,,タイ テイ,からだ かたち,,body; group; class; unit
躱,,タ,かわ.す,,dodge; parry; avoid
躾,,,しつ.ける しつけ,,training; (kokuji)
軅,,,やがて,,soon after; presently; almost; all but; no more than; after all; (kokuji)
軈,,,やがて,,soon after; presently; almost; all but; no more than; after all; (kokuji)
軋,,アツ,きし.る きし.む,,squeak; creak; grate
軛,,ヤク アク,くびき,,yoke
軣,,コウ,とどろ.かす とどろ.く,,rumble; explosion; blast
軼,,イツ テツ,すぎ.る,,pass along
軻,,カ,,,difficult progress
軫,,シン,よこぎ,,sad; revolve
軾,,ショク シキ,しきみ,,front railing on a carriage
輊,,チ,,,low
輅,,ロ,くるま,,carriage
輕,,ケイ,かる.い かろ.やか かろ.んじる,,light; easy; simple; gentle
輒,,チョウ,すなわち わきぎ,,promptly; easily; i.e.
輙,,チョウ,すなわち わきぎ,,sides of chariot were weapons
輓,,バン,おそ.い ひ.く,,pull
輜,,シ,こにだ ほろぐるま にぐるま,,wagon; dray; canopied cart
輟,,テツ,や.める,,stop; mend
輛,,リョウ,,,counter for large vehicles
輌,,リョウ,,,numerary adjunct for vehicles
輦,,レン,たごし てぐるま,,palanquin
輳,,ソウ,あつ.まる,,gather
輻,,フク,や,,spoke (wheel)
輹,,フク,とこしばり,,connection between axle and carriage
轅,,エン,ながえ,,shaft
轂,,コク,こしき,,hub (of wheel)
輾,,テン ネン,きし.る めぐ.る,,squeak
轌,,,そり,,sleigh; sled; (kokuji)
轉,,テン,ころ.がる ころ.げる ころ.がす ころ.ぶ まろ.ぶ うたた うつ.る,,shift; move; turn
轆,,ロク,ころ,,pulley; roller
轎,,キョウ,かご,,palanquin; litter
轗,,カン コン,,,difficulty; misfortune
轜,,ジ,ひつぎぐるま じしゃ,,hearse
轢,,レキ,ひ.く きし.る,,run over
轣,,レキ,,,creaking sound
轤,,ロ,,,pulley
辜,,コ,つみ,,sin; crime
辟,,ヘキ ヒ,きみ ひら.く め.す,,false; punish; crime; law
辣,,ラツ,から.い,,pungent; spicy; harsh; cruel; severe
辭,,ジ,や.める,,words; speech; expression; phrase
辯,,ベン ヘン,わきま.える わ.ける はなびら あらそ.う,,speech; dialect
辷,,,すべ.る すべ.らす,,glide; skate; slip; fail in exams; (kokuji)
迚,,,とても,,some way or other; very; (kokuji)
迥,,ケイ ギョウ,はるか,,far; distant
迢,,チョ チョウ,,,far off; distant
迪,,テキ,みち みちび.く すす.む いた.る,1,edify; way; path
迯,,トウ,に.げる に.がす のが.す のが.れる,,escape; flee; abscond; dodge
邇,,ジ ニ,ちか.い,,approach; near; close
迴,,カイ エ,,,go around
逅,,コウ,あ.う まみ.える,,meet
迹,,セキ シャク,あと,,mark; print; impression
迺,,ナイ ダイ アイ,の すなわ.ち なんじ,,in other words; thou; you; possessive particle
逑,,キュウ,つれあ.い,,pair; gather; meet
逕,,ケイ,みち こみち さしわたし ただちに,,path
逡,,シュン,しりぞ.く,,saunter; go back
逍,,ショウ,,,saunter; loaf
逞,,テイ,たくま.しい,,sturdy; brawny; bold
逖,,テキ,とお.い,,far
逋,,ホ フ,のが.れる,,flee
逧,,,さこ せこ,,ravine; valley; (kokuji)
逶,,イ,,,long; winding; oblique
逵,,キ,おおじ,,broad road
逹,,タツ ダ,-たち,,arrive at; reach; intelligent
迸,,ホウ ヒョウ,ほとばし.る はし.る,,gush out; spurt
遏,,アツ,とど.める と.める,,stop; suppress
遐,,カ,とお.い なんぞ,,distant
遑,,カン コウ,いとま ひま,,leisure
遒,,シュウ,せま.る つよ.い,,strong; powerful
逎,,シュウ,せま.る つよ.い,,strong; unyielding; forceful
遉,,テイ,うかが.う さすが,,as might be expected
逾,,ユ,いよいよ こ.える,,pass; go beyond
遖,,,あっぱれ,,bravo; admirable; (kokuji)
遘,,コウ,あ.う まみ.える,,meet
遞,,テイ,かわ.る たがいに,,hand over; deliver; substitute
遨,,ゴウ,あそ.ぶ,,play; enjoyment
遯,,トン,のが.れる,,deceive; hide; conceal; flee
